"","overall_rating","full_name","age","height_cm","weight_kgs","potential","value_euro","wage_euro","preferred_foot","ir1","ir2","ir3","ir4","ir5","weak_foot_1","weak_foot_2","weak_foot_3","weak_foot_4","weak_foot_5","skills_2","skills_3","skills_4","skills_5","work_rate_LL","work_rate_LM","work_rate_LH","work_rate_ML","work_rate_MM","work_rate_MH","work_rate_HL","work_rate_HM","work_rate_HH","release_clause_euro","club_rating","club_jersey_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","freekick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","marking","standing_tackle","sliding_tackle"
"90",62,"Hendrik Starostzik",27,187.96,82.1,64,3e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,458000,65,4,29,25,65,45,20,30,20,21,40,35,39,53,43,53,47,59,63,59,85,18,71,56,28,35,47,62,60,63,58
"91",71,"Diogo Filipe Guerreiro Viana",29,175.26,67.1,71,1900000,5000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3900000,69,10,73,57,56,68,53,74,69,70,60,72,83,82,78,69,79,73,40,71,53,64,71,65,65,64,68,67,70,68,64
"92",67,"Franz Brorsson",23,185.42,81.2,73,9e+05,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1400000,70,31,37,20,61,54,34,53,39,27,52,50,47,74,42,61,56,47,82,56,83,33,82,66,28,44,33,59,68,63,58
"93",65,"Damien McCrory",29,185.42,81.2,65,425000,3000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,744000,64,14,69,46,48,59,37,52,54,44,63,59,67,62,71,59,46,54,71,87,78,54,65,59,55,50,47,52,64,66,62
"94",71,"Vitor Gomes Pereira Júnior",30,170.18,67.1,71,2300000,6000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3400000,71,19,70,57,51,77,57,69,70,71,69,71,71,68,75,66,83,81,69,76,60,78,64,69,66,64,70,73,67,66,65
"95",64,"Andrés Felipe Román Mosquera",23,182.88,79.8,73,6e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,960000,69,6,63,22,59,58,25,48,29,27,46,57,74,70,71,65,58,26,55,78,73,25,58,62,50,39,35,52,66,60,56
"96",67,"Wessel Dammers",24,185.42,81.2,70,825000,3000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1300000,68,3,33,55,70,57,50,60,51,40,48,66,67,71,65,59,63,73,74,64,74,66,66,55,59,49,61,50,69,66,67
"97",69,"Anco Jansen",29,185.42,77.1,69,1100000,5000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500000,66,6,73,67,61,71,57,70,69,70,66,68,64,67,65,64,60,80,62,70,82,76,78,39,58,67,69,64,47,31,30
"98",56,"Lewis Butroid",20,175.26,67.1,70,170000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,404000,66,33,53,26,45,42,28,54,37,29,35,52,68,65,58,51,53,30,62,67,54,27,48,53,47,35,32,38,52,55,56
"99",65,"Yago César da Silva",21,172.72,64,78,1e+06,2000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2400000,68,21,53,63,54,57,59,71,71,32,54,65,87,89,80,58,75,60,46,56,43,64,34,16,54,57,68,48,16,21,21
"100",64,"Bernd Gschweidl",23,152.4,73,68,6e+05,3000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,915000,65,9,32,64,65,49,48,62,37,32,29,58,69,73,69,54,69,70,76,69,73,52,37,18,66,47,67,47,14,19,21
"101",62,"Rakish Bingham",25,154.94,74.8,66,4e+05,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,730000,62,27,42,58,56,54,44,63,42,45,36,61,83,79,69,56,65,62,76,34,68,54,38,16,57,48,65,53,17,17,18
"102",53,"Sheriff Sinyan",22,187.96,79.8,62,90000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,131000,63,19,44,31,49,57,41,49,33,38,60,48,54,55,59,52,64,53,61,64,67,38,55,52,56,45,47,42,51,54,47
"103",69,"Miguel Ángel Murillo García",25,182.88,79.8,74,1400000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2e+06,68,18,57,67,68,61,61,66,62,59,56,67,66,77,67,65,39,72,49,75,78,64,59,29,66,52,67,72,42,26,23
"104",74,"Christian Fuchs",32,187.96,88.9,74,3100000,46000,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5900000,78,28,83,57,74,78,72,70,86,77,76,74,54,56,61,76,59,83,73,66,71,75,75,77,72,73,68,70,73,77,76
"105",71,"Pedro López Muñoz",35,175.26,72.1,71,675000,13000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1400000,76,19,76,53,53,71,51,68,69,56,64,71,68,68,69,69,73,72,66,62,63,66,77,73,59,59,58,67,76,73,66
"106",73,"Adama Diakhaby",22,187.96,73.9,78,5500000,26000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10900000,75,11,66,75,72,72,61,77,54,39,55,67,89,87,86,72,64,71,70,59,57,63,32,14,73,64,71,63,22,17,16
"107",66,"Jem Karacan",30,175.26,67.1,66,625000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,781000,63,68,60,54,60,68,56,65,54,48,62,64,73,72,73,67,75,70,79,78,65,60,71,65,60,64,58,61,64,64,64
"108",58,"Semir Ucar",20,175.26,64.9,72,250000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,556000,69,38,41,30,53,63,29,51,34,32,53,56,64,62,73,54,80,49,59,52,50,46,57,57,36,48,38,42,57,62,60
"109",59,"Ibrahim Al Talhi",24,165.1,53.1,65,210000,4000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,389000,65,77,55,52,49,60,42,55,42,39,57,60,75,70,76,54,65,58,66,54,39,39,55,49,54,58,39,50,29,49,45
"110",57,"Arnab Kumar Mondal",29,152.4,69.9,57,69150000,245500,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,133290000,83.7,12.4,27,19,60,41,35,32,30,29,32,38,55,41,48,49,55,60,73,58,71,31,55,60,24,28,49,48,51,55,58
"111",81,"Kevin Vogt",27,193.04,84.8,82,17500000,42000,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31100000,78,22,60,50,79,79,51,67,50,62,83,71,66,82,59,78,47,78,54,74,85,57,81,82,55,67,53,78,82,80,78
"112",73,"Joel Ward",29,187.96,83,73,3200000,37000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6e+06,77,2,72,46,73,69,33,64,43,34,69,69,55,62,61,74,60,64,65,72,71,59,74,76,64,66,40,72,74,77,78
"113",65,"Michael Orozco Fiscal",33,175.26,76.2,65,3e+05,2000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,495000,68,16,57,35,65,67,19,54,48,49,60,54,61,57,57,63,65,58,84,61,75,56,67,62,42,53,59,60,60,63,63
"114",68,"Brett Pitman",31,182.88,69.9,68,875000,6000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1500000,66,8,57,72,73,58,65,60,67,67,62,63,50,52,58,63,74,74,59,52,74,66,63,25,74,63,78,76,25,20,30
"115",75,"Dorlan Pabón",31,167.64,73,75,6500000,44000,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10400000,75,8,69,72,51,69,77,76,76,74,70,73,86,84,81,76,83,86,77,87,81,77,74,44,77,74,73,72,30,40,33
"116",71,"Cyrus Christie",26,187.96,78,74,2400000,28000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4800000,76,22,71,49,63,67,41,73,60,35,60,69,76,87,75,67,56,60,70,76,74,47,69,66,68,62,49,60,66,73,66
"117",59,"Israel Peter",21,175.26,66.2,70,270000,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,486000,70,31,56,54,49,54,45,65,50,34,44,59,76,75,72,51,69,58,60,50,59,40,55,36,57,51,51,67,34,48,28
"118",66,"Jacob Schoop",30,175.26,68,66,625000,4000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,781000,64,20,63,56,58,68,52,62,53,45,64,67,71,70,72,75,77,67,80,76,70,60,52,58,57,63,46,58,64,64,60
"119",65,"Khalid Ahmed Al Ghamdi",30,167.64,62.1,65,4e+05,8000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1203552.6,66,12,61,27,59,61,25,62,55,34,60,64,82,81,82,60,73,28,64,65,66,25,68,62,61,58,34,65,58,60,62
"120",75,"Dieumerci Mbokani Bezua",33,185.42,73,75,5500000,14000,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8300000,72,70,46,69,78,67,72,71,48,46,51,73,67,72,71,76,61,77,75,71,84,68,68,35,82,70,72,82,31,36,28
"121",58,"松本 大志",20,152.4,66.2,74,270000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,506000,67,17,32,40,48,67,25,62,42,39,62,66,57,60,63,51,71,46,61,52,56,47,50,55,31,48,38,55,59,66,62
"122",61,"Duplexe Tchamba",20,190.5,78.9,74,425000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1100000,74,34,32,27,58,40,31,35,26,29,26,40,76,66,47,49,62,40,75,58,74,27,51,59,29,30,40,44,56,66,65
"123",68,"Fágner Ironi Daponte",28,185.42,83,70,875000,5000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1500000,65,4,55,42,64,51,39,54,41,40,41,57,64,68,53,62,53,53,63,74,79,40,70,65,46,43,59,64,66,73,69
"124",72,"Arvydas Novikovas",28,152.4,76.2,72,3300000,8000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4400000,68,9,65,67,41,68,66,72,67,68,62,69,90,88,84,67,77,71,78,74,63,67,44,45,64,65,60,63,34,14,12
"125",61,"Joel Joseph Chianese",29,175.26,74.8,61,250000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,313000,67,7,51,59,42,61,65,58,61,52,50,64,59,69,70,61,63,60,48,66,63,54,35,38,64,59,55,59,30,34,45
"126",61,"Jake Hessenthaler",24,175.26,64,63,3e+05,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,548000,62,7,57,41,49,67,51,57,63,61,59,62,73,72,72,62,69,66,76,72,62,61,70,57,48,57,39,54,55,53,49
"127",80,"Eran Zahavi",31,182.88,71.2,80,14500000,24000,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,31200000,66,7,60,83,68,78,77,81,74,78,69,83,73,72,88,78,72,79,74,74,68,76,68,38,82,81,65,74,30,41,34
"128",62,"Jesper Manns",23,175.26,73.9,64,3e+05,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,398000,65,2,51,28,46,56,31,50,49,40,48,55,83,79,71,64,77,42,76,68,68,33,68,61,40,47,28,51,55,61,60
"129",80,"José Luís Gayà Peña",23,172.72,66.2,85,16500000,33000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35900000,80,14,82,61,52,81,58,77,80,49,75,81,86,87,79,82,83,62,54,83,61,59,73,74,74,72,52,76,72,78,80
"130",57,"Mohammed Al Zubaidi",21,172.72,62.1,68,160000,3000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,304000,72,27,55,28,42,49,23,53,32,27,47,56,77,79,73,49,85,20,72,59,66,29,46,52,49,45,52,43,53,54,55
"131",71,"Julián Andrés Quiñones Quiñones",21,152.4,76.2,81,3900000,25000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7e+06,75,33,55,75,67,66,42,71,59,42,57,70,85,86,80,66,68,66,65,60,68,61,61,23,70,51,60,67,25,16,18
"132",74,"Lasse Sobiech",28,195.58,88,75,5500000,17000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8700000,76,3,42,48,83,57,39,32,34,26,48,55,45,55,32,74,33,75,43,60,85,31,73,69,47,42,73,70,74,78,71
"133",64,"Nicolás Gil",21,182.88,77.1,76,7e+05,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1100000,70,25,56,33,50,58,38,42,45,40,45,59,68,65,62,63,75,47,68,74,65,36,64,62,51,46,43,50,72,64,61
"134",73,"Valentin Stocker",29,152.4,73,73,3900000,22000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5900000,73,14,71,65,54,73,73,74,75,72,67,75,67,69,77,71,76,65,72,66,66,68,68,42,74,75,67,66,66,37,35
"135",64,"Ulrik Saltnes",26,187.96,78,66,550000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,729000,62,14,62,59,60,64,55,61,62,55,63,64,69,68,66,56,63,66,61,78,71,62,60,61,59,63,56,58,64,63,60
"136",68,"Luca Bittante",25,182.88,74.8,69,875000,1000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1400000,68,27,68,38,60,68,39,65,52,43,60,65,68,83,70,65,54,59,55,83,60,40,60,60,55,56,45,60,60,65,67
"137",58,"Kenta Nishizawa",22,170.18,67.1,66,190000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,276000,66,16,63,45,35,58,42,54,55,58,53,59,69,71,64,44,75,53,55,64,45,40,51,26,61,48,48,50,25,30,26
"138",65,"Andrew Considine",31,182.88,74.8,65,350000,2000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,613000,68,4,58,15,71,66,30,60,34,52,57,60,36,55,46,59,65,42,78,79,78,13,67,69,25,39,38,64,67,67,65
"139",67,"Nathaël Julan",22,195.58,83,78,1300000,6000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1734763,67,15,50,72,77,62,59,65,49,39,48,63,66,67,55,52,59,65,66,59,76,63,27,19,60,54,69,59,29,24,11
"140",64,"Liberato Gianpaolo Cacace",18,182.88,72.1,77,675000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1300000,65,13,66,42,44,58,31,61,64,48,56,58,78,78,70,62,72,45,63,78,66,33,64,61,62,62,41,62,56,57,54
"141",76,"Iván Alejo Peralta",24,182.88,76.2,80,1e+07,20000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18286284,73,10,76,73,47,76,56,79,54,49,71,77,73,86,74,69,60,70,69,63,65,64,45,39,72,68,47,61,48,39,42
"142",71,"Moryké Fofana",27,152.4,71.2,71,2500000,12000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5100000,71,21,62,62,56,62,69,78,63,65,56,73,92,88,86,69,79,71,58,71,60,65,31,12,60,65,56,56,40,14,13
"143",64,"Theerathon Bunmathan",29,170.18,62.1,64,350000,2000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,438000,66,5,68,43,51,62,33,61,66,63,54,70,66,71,70,66,76,45,70,65,55,41,57,64,57,45,61,53,59,62,53
"144",70,"Sebastian Griesbeck",28,187.96,84.8,70,1500000,7000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2400000,69,18,52,39,67,67,41,57,40,41,67,65,54,54,56,66,52,59,55,85,82,53,74,67,46,55,46,65,72,69,71
"145",71,"Marco Hartmann",31,193.04,93.9,71,1800000,12000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2700000,68,6,38,51,71,63,49,52,36,40,64,56,46,51,37,72,50,67,41,82,85,57,80,73,53,59,54,76,74,72,69
"146",76,"Charlie Austin",29,187.96,83.9,76,8e+06,50000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15200000,76,10,56,79,82,62,72,66,59,43,46,73,58,58,62,78,55,83,81,55,78,71,67,47,80,61,83,78,20,37,22
"147",69,"Jérémy Choplin",34,182.88,83,69,425000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,744000,68,24,41,25,68,67,24,62,34,36,68,63,50,52,34,62,56,59,80,74,82,54,73,71,48,50,42,66,63,67,64
"148",65,"Billy Clarke",31,170.18,64,65,525000,4000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,919000,65,17,53,65,57,54,64,65,58,51,34,65,65,72,89,62,94,69,93,65,71,61,68,25,66,72,67,66,42,35,29
"149",68,"Joe Mattock",28,154.94,78,68,7e+05,13000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1300000,67,3,65,35,62,62,26,63,57,52,59,65,69,73,65,63,65,57,70,80,66,62,65,67,54,59,34,55,64,66,64
"150",62,"Søren Frederiksen",29,185.42,76.2,62,3e+05,3000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,375000,64,11,56,59,60,58,49,62,43,36,47,65,71,58,73,63,48,61,58,69,77,50,61,45,63,62,63,59,55,41,37
"151",48,"Tom Clare",19,195.58,87.1,68,60000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,165000,65,33,19,43,52,35,29,46,34,20,29,45,50,52,45,47,56,50,55,57,70,30,51,20,48,40,44,43,36,32,30
"152",60,"Mathias Berg Gjerstrøm",21,182.88,78,72,375000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,544000,64,12,44,52,47,62,49,60,53,52,60,63,74,72,69,58,67,56,55,63,63,61,55,52,54,54,45,60,53,48,47
"153",65,"Zoran Arsenić",24,187.96,74.8,72,650000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1e+06,68,15,57,32,56,55,42,53,41,37,46,58,60,64,47,48,56,58,73,63,72,35,61,66,38,37,36,62,64,68,69
"154",70,"Lucas Henrique da Silva",24,187.96,79.8,74,2e+06,5000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4300000,71,6,59,35,72,60,35,50,56,58,53,56,56,58,36,70,38,62,65,62,81,34,87,62,34,38,42,58,68,68,65
"155",71,"Hélder Jorge Leal Rodrigues Barbosa",31,172.72,67.1,71,2100000,13000,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4200000,70,7,62,68,55,64,61,76,75,68,61,75,79,78,78,64,85,79,76,65,56,65,77,42,69,72,59,72,35,48,35
"156",50,"Gerard Garner",20,152.4,78,66,60000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,143000,65,34,33,54,49,39,33,44,37,32,27,43,70,65,54,48,66,41,59,48,61,47,29,15,44,47,64,43,17,15,14
"157",52,"Sherko Faiqi",19,175.26,73.9,69,1e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,188000,63,20,51,39,44,55,32,51,35,34,53,54,64,63,69,58,71,44,67,52,54,36,54,46,35,49,44,39,34,48,54
"158",76,"Ayoze Pérez Gutiérrez",25,152.4,72.1,81,10500000,42000,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20700000,76,17,48,78,66,71,77,82,79,60,51,78,77,75,83,76,78,66,71,77,53,64,70,35,80,71,73,73,45,42,28
"159",67,"Yaw Yeboah",21,175.26,69.9,75,1100000,3000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2e+06,69,12,56,60,55,60,58,73,50,48,48,70,88,86,84,64,80,61,63,55,30,54,39,20,62,58,61,65,25,23,14
"160",59,"Alex Lacey",25,187.96,74.8,66,180000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,351000,64,4,32,29,57,51,32,36,29,29,40,51,64,59,42,48,63,36,68,64,70,29,45,55,29,27,36,47,56,63,61
"161",67,"Federico Gino",26,175.26,69.9,69,925000,4000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500000,69,29,63,42,49,72,45,63,57,54,64,68,70,58,72,62,79,52,54,72,62,56,72,65,61,65,51,55,50,71,67
"162",68,"邹正",31,152.4,69.9,68,650000,7000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1400000,71,25,67,45,73,65,35,66,55,48,58,60,77,79,71,68,76,64,73,67,64,63,63,65,68,63,41,71,67,67,64
"163",72,"Tjaronn Chery",30,170.18,73.9,72,2900000,12000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4854854.8,71,20,64,66,45,74,62,73,74,75,66,74,80,77,75,67,84,81,86,69,65,75,59,36,66,68,72,66,23,27,25
"164",73,"César Jasib Montes Castro",22,190.5,69.9,81,5e+06,22000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9e+06,75,3,41,32,76,64,31,52,62,37,70,62,56,67,71,69,55,50,77,76,79,35,73,71,59,61,48,74,68,74,73
"165",62,"Burak Kapacak",19,175.26,69.9,77,625000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1600000,71,77,63,47,50,56,34,66,39,38,54,58,67,68,58,60,73,46,60,73,57,54,59,51,56,58,40,50,53,61,52
"166",70,"Mauro Caballero",24,175.26,64.9,75,2400000,3000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3400000,65,9,59,71,75,60,61,64,51,40,47,63,75,70,69,69,72,71,90,54,77,56,36,21,72,57,70,58,23,21,18
"167",68,"Serges Flavier Mbilla Etame",30,154.94,77.1,68,875000,6000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1800000,72,9,67,67,74,68,76,66,54,49,58,67,74,75,71,70,59,73,83,57,77,68,73,57,71,66,65,65,60,31,28
"168",58,"Brandon García",22,170.18,63,69,220000,5000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,418000,74,29,61,53,51,63,50,64,52,41,53,61,55,50,61,44,85,65,39,50,47,49,34,28,57,55,62,54,36,36,39
"169",55,"Patrick Reading",19,170.18,64.9,71,170000,3000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,429000,72,40,52,40,47,40,30,48,41,24,29,48,64,63,57,53,76,55,71,59,40,39,51,50,46,37,35,43,54,56,58
"170",64,"Neal Bishop",37,185.42,81.2,64,140000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,245000,65,6,44,58,60,65,46,56,50,53,63,63,64,60,65,67,68,57,77,82,72,58,80,66,57,58,47,66,65,66,65
"171",55,"Christopher McVey",21,182.88,74.8,63,110000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,160000,65,4,55,25,46,58,26,50,38,27,56,55,66,63,58,52,65,38,62,64,63,42,58,46,46,42,39,44,48,51,52
"172",72,"Leonardo Rodrigues Lima",20,152.4,72.1,82,4900000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11200000,75,98,68,70,54,66,58,76,54,37,60,73,78,84,64,68,60,65,72,64,70,66,31,14,73,63,72,62,33,20,18
"173",66,"Mickaël Tacalfred",37,175.26,78,66,90000,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158000,68,20,60,21,67,66,40,51,53,50,63,57,35,34,43,54,69,65,74,70,71,53,69,63,37,44,47,64,65,65,67
"174",72,"Carl Medjani",33,182.88,77.1,72,1300000,14000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2100000,64,12,46,53,74,68,40,59,49,45,68,59,56,64,51,67,64,60,86,77,75,59,78,68,55,55,45,70,70,70,76
"175",62,"Lucas Rodrigues da Silva",19,182.88,73.9,71,425000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,978000,70,17,40,65,60,53,55,64,47,32,35,61,63,68,62,58,63,64,69,53,64,52,30,20,59,50,57,48,22,18,15
"176",65,"Jamie Hanson",23,152.4,78.9,73,675000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1300000,66,6,59,45,65,65,27,43,62,73,61,59,55,62,60,62,62,54,71,63,73,54,78,61,50,60,40,64,69,67,69
"177",74,"Mikel Rico Moreno",34,152.4,74.8,74,3300000,20000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6900000,79,17,55,61,58,73,53,62,52,63,73,70,54,47,68,80,73,80,79,79,76,64,76,78,69,76,60,79,69,77,75
"178",68,"Jairo Izquierdo González",25,165.1,67.1,71,1100000,10000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2166717.3,70,11,69,64,40,67,57,73,54,48,55,69,87,86,84,48,85,64,49,57,42,56,35,26,66,55,61,60,30,21,26
"179",68,"Thorsten  Röcher",27,154.94,78,68,950000,10000,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1500000,70,29,64,62,56,64,57,71,54,45,57,68,80,76,79,58,72,66,72,66,71,59,54,18,66,62,48,55,30,12,10
"180",70,"Brian Tømming Hamalainen",29,152.4,79.8,70,1400000,11000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2100000,68,31,77,26,64,73,62,67,74,76,75,69,70,72,67,70,73,81,74,74,72,71,69,68,67,73,60,75,65,71,68
